,smiles,actual,predicted
1733,CCOP(=S)(OCC)OC(=CCl)c1cc(Cl)ccc1Cl,3.952,3.9328172
1734,CCOP(=S)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,4.575,4.5789766
1735,CCOP(=S)(OCC)Oc1cc(Cl)c(SC)cc1Cl,4.444,4.676656
1736,CCOP(=S)(OCC)Oc1cc(C)c(SC)c(C)c1,2.932,3.2051172
1737,CCOP(=S)(OCC)Oc1ccc(SC)c(C)c1,4.34,3.97924
1738,CCOP(=S)(OCC)Oc1cc(C)nc2ccccc12,3.794,4.007812
1739,CCOP(=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,3.88,4.1463804
1740,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])c(Cl)c1,3.814,3.4745197
1741,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,5.163,4.7549133
1742,CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1,5.188,5.0668373
1743,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1Cl,4.513,4.346278
1744,CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl,3.263,3.4590983
1745,CCOP(=S)(OCC)Oc1ccc(N)cc1,2.764,3.2539737
1746,CCOP(=S)(OCC)Oc1ccc2c(C)cc(=O)oc2c1,4.349,4.1167955
1747,CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,4.446,4.511467
1748,CCOP(=S)(OCC)Oc1ccc2c3c(c(=O)oc2c1)CCCC3,3.74,3.8606088
1749,CCOP(=S)(OCC)Oc1cc2ccccc2oc1=O,4.383,4.5091047
1750,CCOP(=S)(OCC)Oc1cnc2ccccc2n1,4.06,3.780559
1751,CCOP(=S)(OCC)Oc1cnccn1,4.851,4.6685104
1752,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,3.664,3.820915
1753,CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1,3.377,3.4459817
1754,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,3.631,3.7591796
1755,CCOP(=S)(OCC)Oc1cccc(F)n1,4.344,4.383502
1756,CCOP(=S)(OCC)Oc1ccc(=O)n(-c2ccccc2)n1,2.646,3.184983
1757,CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,3.895,3.8338888
1758,CCOP(=S)(OCC)Oc1ncn(-c2ccccc2)n1,3.69,4.1274824
1759,CCOP(=S)(OCC)Oc1cc(C)[nH]n1,4.319,4.3740287
1760,CCOP(=S)(OCC)Oc1cc(-c2ccccc2)on1,3.447,3.7529943
1761,CCOP(=S)(OCC)OCCS(=O)(=O)CC,3.509,3.835498
1762,CCOP(=S)(OCC)OCCS(=O)CC,3.438,3.9897969
1763,CCOP(=S)(OCC)OCCSCC,4.537,5.057414
1764,CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,2.998,3.2953846
1765,CCOP(=S)(OCC)ON1C(=O)c2cccc3cccc(c23)C1=O,2.864,3.2859187
1766,CCOP(=S)(OCC)OP(=S)(OCC)OCC,4.809,4.706681
1767,CCOP(=S)(OCC)SC(C#N)c1ccccc1,3.479,3.8874383
1768,CCOP(=S)(OCC)SC(=CC(=O)OC)C(=O)OC,3.613,4.334335
1769,CCOP(=S)(OCC)SC(C(=O)OCCF)c1ccccc1,4.865,4.8018856
1770,CCOP(=S)(OCC)SC(c1ccccc1)c1ccc(Cl)cc1,1.588,2.664933
1771,CCOP(=S)(OCC)SC(CBr)N1C(=O)c2ccccc2C1=O,4.386,4.378645
1772,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,4.896,4.8841205
1773,CCOP(=S)(OCC)Sc1ccc(C)cc1,2.942,3.3569567
1774,CCOP(=S)(OCC)Sc1nc(C)cc(C)n1,3.695,3.8727098
1775,CCOP(=S)(OCC)SC1CCC2C=CCC1S2,3.365,3.9142933
1776,CCOP(=S)(OCC)SC1CCOC1=O,2.432,2.8630805
1777,CCOP(=S)(OCC)SC1CCSC1,4.134,3.7998152
1778,CCOP(=S)(OCC)SC1COCCS1,4.983,4.929937
1779,CCOP(=S)(OCC)SC1OCCOC1SP(=S)(OCC)OCC,4.358,4.170613
1780,CCOP(=S)(OCC)SCC(=O)N(C)C(N)=O,4.273,4.725047
1781,C=CCN(CC=C)C(=O)CSP(=S)(OCC)OCC,3.829,3.28672
1782,CCOP(=S)(OCC)SCC(=O)N(CCC#N)c1ccccc1,4.395,3.724044
1783,CCOP(=S)(OCC)SCC(=O)NC(C)C,4.552,3.8977098
1784,CCOP(=S)(OCC)SCC(=O)OC,2.412,3.4992495
1785,CCOP(=S)(OCC)SCC(N)=O,4.386,4.1797414
1786,CCOP(=S)(OCC)SCc1cccc([N+](=O)[O-])c1,3.109,4.1455617
1787,CCOP(=S)(OCC)SCc1ccc([N+](=O)[O-])cc1,3.507,4.1192746
1788,CCOP(=S)(OCC)SCCC(F)=C(F)F,2.636,3.2090251
1789,CCOP(=S)(OCC)SCCl,4.525,4.357896
1790,CCOP(=S)(OCC)SCCS(=O)(=O)CC,4.611,4.7325783
1791,CCOP(=S)(OCC)SCCS(=O)CC,4.919,4.706992
1792,CCOP(=S)(OCC)SCCSCC,5.137,5.000349
1793,CCOP(=S)(OCC)SCCSCC(=O)NC,4.246,3.82823
1794,CCOP(=S)(OCC)SCN1C(=O)c2ccccc2C1=O,3.905,4.0636673
1795,CCOP(=S)(OCC)SCN1C(=O)CSC1=O,4.137,4.0395193
1796,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,3.636,3.6193001
1797,CCOP(=S)(OCC)SCn1c(=O)oc2ccccc21,3.614,3.8247592
1798,CCOP(=S)(OCC)SCn1c(=O)sc2ccccc21,3.543,3.8745205
1799,CCOP(=S)(OCC)SCn1nnc2ccccc2c1=O,4.693,4.3127394
1800,CCOP(=S)(OCC)SCS(=O)(=O)CC,5.235,5.190943
1801,CCOP(=S)(OCC)SCS(=O)CC,5.14,4.977247
1802,CCOP(=S)(OCC)SCSC(C)(C)C,5.256,5.0023956
1803,CCOP(=S)(OCC)SCSC(C)C,5.397,4.8270516
1804,CCOP(=S)(OCC)SCSc1cc(Cl)ccc1Cl,3.933,4.128048
1805,CCOP(=S)(OCC)SCSc1ccc(Cl)c(Cl)c1,3.627,4.369114
1806,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,4.703,4.903974
1807,CCOP(=S)(OCC)SCSCC,5.416,4.820939
1808,CCOP(=S)(OCC)SCSCc1ccccc1,4.73,4.5282254
1809,CCOP(=S)(OCC)SCSCSP(=S)(OCC)OCC,4.705,4.7914896
1810,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,4.471,4.702727
1811,CCOP(=S)(SCC)SCC,1.818,4.127992
1812,CCOP(C)(=O)SCCN(C)C,6.238,5.7857785
1813,CCOP(C)(=S)Oc1ccc2ncccc2c1,4.728,3.9595878
1814,CCOP(=O)(Cl)OCC,4.196,4.103151
1815,CCOP(=S)(Cl)OCC,2.148,2.7416618
1816,CCOP(=S)(Cl)Cl,2.299,2.9180193
1817,CCOP(N)(=O)SC,4.492,4.4259014
1818,CCOP(=O)(O)Sc1ccc(C)cc1,3.667,3.8469784
1819,CCOC(=O)C(OP(OCC)OCC)C(C)=O,3.18,2.993997
1820,CCOP(OCC)OCC,1.715,2.117641
1821,CCOP(=S)(S)OCC,1.616,2.4521506
1822,CCOS(=O)(=O)OCC,2.244,2.295744
1823,CCP(=O)(OC)Oc1ccc(C)cc1,2.654,3.0898316
1824,CCP(=O)(OC)Oc1ccc(C#N)cc1,5.46,5.0388007
1825,CCP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,5.213,4.7276807
1826,CCP(=O)(OC)Oc1ccc(S(C)(=O)=O)cc1,5.541,4.961591
1827,CCP(=O)(OC)Oc1ccc(Cl)cc1,3.379,3.904532
1828,CCP(=S)(Oc1ccc([N+](=O)[O-])cc1Cl)OC(C)C,4.005,3.624859
1829,CCP(=S)(OC(C)C)SCN1C(=O)c2ccccc2C1=O,4.536,4.4068766
1830,CCP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,3.658,3.6248112
1831,CCP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,4.109,3.7896333
1832,CCP(=S)(OC)Sc1ccc(C)cc1,3.423,3.5867796
1833,CCP(=S)(OC)Sc1ccc(C(C)(C)C)cc1,3.205,3.74558
1834,CCP(=S)(OC)Sc1ccc(Cl)c(C)c1,3.499,3.320312
1835,CCP(=S)(OC)Sc1ccccc1,3.412,3.8599408
1836,CCP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,4.648,4.8203473
1837,CCP(=S)(OC)SCSCSP(=S)(CC)OC,4.978,5.0418277
1838,CCP(=S)(OCC(C)C)Sc1ccc(Cl)cc1,3.726,3.9848285
1839,CCP(=S)(OCC(C)C)SCN1C(=O)c2ccccc2C1=O,3.678,4.7828016
1840,CCP(=S)(OCCCl)Oc1ccc(C#N)cc1,5.161,2.8904736
1841,CCS,1.96,1.8544854
1842,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,1.96,2.1250305
1843,CCS(=O)(=O)CCOP(=S)(OC)OC,2.72,3.2901628
1844,CCS(=O)(=O)CCSP(=O)(OC)OC,3.908,5.288667
1845,CCS(=O)CC(C)SP(=O)(OC)OC,3.403,3.6958003
1846,CCS(=O)CCOP(=O)(OC)OC=C(Cl)Cl,3.452,4.158622
1847,CCS(=O)CCOP(=S)(OC)OC,2.613,3.7836277
1848,CCS(=O)CCSP(=O)(OC)OC,3.914,4.338168
1849,CCS(=O)CCSP(=S)(OC)OC,3.419,4.0892925
1850,CCS(=O)CSP(=S)(OC(C)C)OC(C)C,4.086,4.295328
1851,CCSC(=O)N(CC(C)C)CC(C)C,1.735,1.8307066
1852,CCSC(=O)N(CC)C1CCCCC1,2.108,2.3825996
1853,CCSC(=O)N(CC)CC,2.605,2.1409652
1854,CCSC(=O)N1CCCCCC1,2.706,2.5083992
1855,CCSC(=O)NC1CCCCC1,1.825,1.9771681
1856,CCSC(=O)Oc1c(C(C)CC)cc([N+](=O)[O-])cc1[N+](=O)[O-],3.349,3.3064392
1857,CCSC(=S)N(C)C,2.434,2.464955
1858,CCSC(SCC)c1ccccc1OC(=O)NC,2.757,2.7749047
1859,CCSc1nc(NC(C)C)nc(NC(C)C)n1,1.816,2.2735977
1860,CCSCc1ccccc1OC(=O)NC,3.052,3.6220663
1861,CCSCCCl,2.694,2.909402
1862,C=COCCSCC,1.429,2.1797388
1863,CCSCCOP(=S)(OC)OC,3.487,4.1526804
1864,CCSCCSP(=O)(OC)OC,3.76,4.83248
1865,CCSCCSP(=S)(OC)OC,3.789,4.352239
1866,CCSP(=O)(CC)SCC,3.82,4.089104
1867,CCSP(=O)(CCl)SCC,3.796,3.7898436
1868,CCSP(SCC)SCC,2.781,2.656989
1869,C=C[Si](Cl)(Cl)Cl,2.101,2.1372435
1870,Cl[Si](Cl)(Cl)c1ccccc1,1.947,1.9378867
1871,N#CCCC[Si](Cl)(Cl)Cl,1.855,2.1444635
1872,C=C(Cl)C(Cl)=C(Cl)Cl,2.659,2.261614
1873,C=CC(=C)Cl,2.294,2.6298409
1874,C=C(Cl)c1ccc([N+](=O)[O-])cc1,2.413,2.489044
1875,O=C(Cl)C(Br)CBr,2.319,2.2806263
1876,O=C(Cl)C(Cl)(Cl)Cl,2.482,2.5965345
1877,O=C(Cl)C=CC(=O)Cl,2.276,2.2351475
1878,O=C(Cl)c1cccc(C(=O)Cl)c1,1.965,2.116095
1879,O=C(Cl)c1cccc([N+](=O)[O-])c1,1.878,2.2531168
1880,O=C(Cl)Oc1cccc2ccccc12,1.909,2.5697289
1881,C=CCOC(=O)Cl,2.694,2.4596775
1882,ClC(Br)Br,2.39,2.0298321
1883,N#CC(Cl)(Cl)Cl,2.762,2.6499813
1884,O=C(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,3.043,2.5659091
1885,ClC(Cl)(Cl)C(Cl)(Cl)Cl,1.725,2.406261
1886,O=CNC(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl,1.86,2.4089015
1887,ClC(Cl)(Cl)c1ccc(C(Cl)(Cl)Cl)cc1,1.99,2.1581576
1888,ClC(Cl)(Cl)c1ccccc1,1.513,1.9753284
1889,ClC(Cl)(Cl)Cl,1.816,2.0035965
1890,O=C(OCC(Cl)(Cl)Cl)c1ccco1,2.608,2.454297
1891,O=[N+]([O-])C(Cl)(Cl)Cl,2.818,2.9869134
1892,C=CCSC(=S)SC(Cl)(Cl)Cl,2.089,2.3574018
1893,O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl,1.595,2.112344
1894,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,1.524,1.9131224
1895,ClC(Cl)(Cl)Sn1cccn1,2.793,2.7579722
1896,C=C(Cl)Cl,2.685,2.3536959
1897,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,3.462,2.409841
1898,C=CC(Cl)=C(Cl)Cl,2.365,2.1905437
1899,ClC(Cl)=C(Cl)Cl,1.8,1.7564954
1900,S=C(Cl)Cl,2.093,2.5516093
1901,ClC(Cl)Br,2.252,2.1602938
1902,N#CC(Cl)Cl,2.523,3.1668382
1903,C=CCN(CC=C)C(=O)C(Cl)Cl,2.017,2.3862984
1904,O=C1C(Cl)=C(NC(=O)C(Cl)Cl)C(=O)c2ccccc21,1.435,1.912311
1905,O=C(OC(=O)C(Cl)Cl)C(Cl)Cl,1.93,1.8176992
1906,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,3.452,3.4601805
1907,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,2.145,2.1513395
1908,O=C(Cl)C(Cl)Cl,1.778,2.2835643
1909,ClC(Cl)C(Cl)Cl,2.322,2.5050075
1910,ClC(Cl)c1ccccc1,1.695,2.0086036
1911,ClC(Cl)Cl,2.119,1.9819431
1912,O=S(=O)(SC(Cl)(Cl)Cl)C(Cl)Cl,1.916,2.0397577
1913,C=CCl,2.097,2.0230742
1914,ClC=C(Cl)c1ccccc1,1.636,1.9770502
1915,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,2.277,2.172182
1916,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,2.688,2.1742094
1917,O=[N+]([O-])c1ccccc1Cl,2.769,2.107907
1918,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,1.789,2.2476387
1919,O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,3.152,2.3887002
1920,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,1.425,2.124892
1921,ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,2.322,2.8345528
1922,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2.429,2.2816744
1923,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1.455,2.4753785
1924,Clc1ccc(Cl)c(Cl)c1Cl,2.267,2.3133543
1925,Clc1sc(Cl)c(Cl)c1Cl,3.501,2.8301165
1926,O=C(Nc1ccc(Cl)c(Cl)c1)C1CC1,3.029,2.1042123
1927,Clc1ccccc1Cl,2.468,2.1453302
1928,ClC1=C(Cl)C2(Cl)C(CBr)CC1(Cl)C2(Cl)Cl,1.498,3.161224
1929,ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,3.971,3.8356652
1930,O=S1(=O)OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,4.371,4.1106935
1931,O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,4.354,3.6492474
1932,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,5.663,5.0470552
1933,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1ccccc1O2,8.605,6.0584826
1934,Clc1cccc2ccccc12,2.024,1.9470359
1935,O=C1CCC(=O)N1c1cc(Cl)cc(Cl)c1,2.438,1.9617382
1936,O=[N+]([O-])c1cccc(Cl)c1,2.574,2.1706116
1937,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,2.732,2.3759258
1938,O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl,1.541,2.096344
1939,Clc1cc(Cl)c(Cl)c(Cl)c1,2.097,2.8317645
1940,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,2.365,2.8844724
1941,Clc1ccc(Cl)c(Cl)c1,2.38,2.3213694
1942,Clc1cc(Cl)c(Cl)cc1Cl,2.158,2.4117134
1943,O=[N+]([O-])c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,1.47,2.1602206
1944,O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,2.584,2.0403748
1945,O=S(=O)(Oc1ccc(Cl)cc1Cl)c1ccccc1,2.482,2.0457988
1946,O=c1[nH]c2c(Cl)c(Cl)cc(Cl)c2o1,2.678,2.1506314
1947,Clc1cc(Cl)cc(Cl)c1,2.356,2.328892
1948,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,2.558,2.658607
1949,O=C(c1ccc(Cl)cc1)c1ccccc1-c1ncc[nH]1,2.673,2.5524087
1950,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,3.61,3.1763933
1951,Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1,2.152,2.4098554
1952,O=C1NC(=O)C2(c3ccc(Cl)cc3)CC12,2.155,2.513477
1953,O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1,2.947,2.7500727
1954,O=[N+]([O-])c1ccc(Cl)cc1,2.574,2.3362038
1955,O=C1C=CC(=O)N1c1ccc(Cl)cc1,2.674,2.4588916
1956,O=S(=O)(c1ccc(Cl)cc1)c1cc(Cl)c(Cl)cc1Cl,2.799,2.6821582
1957,O=S(=O)(c1ccccc1)c1ccc(Cl)cc1,2.257,2.3913693
1958,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(Cl)cc1,2.318,2.1205244
1959,C=CCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,2.138,2.1778536
1960,O=S(=O)(Cl)c1ccc(Cl)cc1,1.696,1.9952834
1961,O=Cc1ccc(Cl)cc1,1.951,2.0184944
1962,Clc1ccc(Cc2ccc(Cl)cc2)cc1,2.375,2.4019194
1963,O=[N+]([O-])c1cc(Cl)ccc1Cl,2.283,2.2675679
1964,Clc1ccc(Cl)cc1,2.468,2.5009382
1965,Clc1ccc(CSc2ccc(Cl)cc2)cc1,2.129,2.3605595
1966,O=CNc1ccc(Cl)cc1,2.317,2.2507267
1967,Clc1ccc(OCOc2ccc(Cl)cc2)cc1,1.667,2.2274468
1968,O=S(=O)(Oc1ccc(Cl)cc1)c1ccc(Cl)cc1,2.181,2.3462794
1969,O=S(=O)(Oc1ccc(Cl)cc1)c1ccccc1,2.299,2.21088
1970,Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1,1.913,2.3428695
1971,Clc1ccc(SN=Nc2cc(Cl)c(Cl)cc2Cl)cc1,1.945,2.8137782
1972,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,1.91,2.3177443
1973,O=c1[nH]c2cc(Cl)ccc2o1,2.347,2.1221714
1974,S=c1[nH]c2cc(Cl)ccc2o1,2.269,2.5925803
1975,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,3.001,2.500181
1976,Clc1cccc(C(Cl)(Cl)Cl)n1,2.39,2.1454566
1977,N#Cc1c(Cl)cccc1Cl,1.803,2.3055265
1978,C=CCN(C1=NCCN1)c1c(Cl)cccc1Cl,2.733,2.8038936
1979,Clc1cccc(Cl)c1N=C1NCCN1,3.166,2.4128258
1980,Clc1ccccc1,1.692,1.94147
1981,N#CC(C#N)=Cc1ccccc1Cl,3.025,2.4099343
1982,Clc1nc(Cl)nc(Nc2ccccc2Cl)n1,2.009,2.421764
1983,O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1,2.183,2.1511068
1984,O=c1[nH]c2ccc(Cl)cc2o1,2.15,2.4503598
1985,O=c1[nH]c2cc(Cl)c(Br)cc2o1,2.696,2.3693266
1986,Clc1ccc2ocnc2c1,2.373,2.5285423
1987,Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,10.207,6.6397653
1988,O=C1OC(=O)C2CC(Cl)=CCC12,1.741,1.9536927
1989,Clc1nc(Cl)nc(Cl)n1,2.58,2.0501978
1990,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,3.583,3.2482176
1991,ClC1=CC(Cl)C(Cl)C(Cl)C1Cl,1.939,2.2762513
1992,ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,3.97,2.9858813
1993,ClC1=C(Cl)C2(Cl)C3C4OC4C(Cl)C3C1(Cl)C2(Cl)Cl,4.414,4.4279084
1994,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,3.312,3.418756
1995,ClC1CCC2SC1CCC2Cl,2.175,2.394206
1996,ClC1=C(Cl)C2(Cl)C3C(Cl)OC(Cl)C3C1(Cl)C2(Cl)Cl,4.933,4.907046
1997,ClC1OCCOC1Cl,2.047,2.3992014
1998,ClCBr,1.413,2.4429445
1999,O=C(Nc1cccc(Cl)c1)OCC#CCCl,2.69,2.8819807
2000,N#CCCl,2.536,2.9002764
2001,O=C(CCl)c1ccccc1,3.49,2.3043644
2002,ClCC(Br)CBr,3.143,2.7999935
2003,O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,2.367,2.7375996
2004,O=CC(Cl)(Cl)CCl,2.828,2.9094644
2005,C=C(Cl)CCl,2.54,2.5390675
2006,ClCC(Cl)=C(Cl)Cl,2.711,2.7745388
2007,ClC=C(Cl)CCl,2.373,2.3638341
2008,ClCC(Cl)C(Cl)CCl,2.94,2.8344245
2009,O=CC(Cl)CCl,2.9,2.2595994
2010,ClCC(Cl)CCl,2.663,2.6969018
2011,ClCC(Cl)Cl,2.203,2.4981334
2012,O=P(OCC(Cl)CCl)(OCC(Cl)CCl)OCC(Cl)CCl,2.183,2.285416
2013,O=S(=O)(C(Cl)CCl)C(Cl)CCl,3.017,3.4056957
2014,C=CCCl,2.039,2.2353888
2015,ClCC=CCCl,3.148,2.7383487
2016,ClC=CCCl,2.373,2.4972484
2017,O=C(COc1ccc(Cl)cc1Cl)OCC=CCCl,2.753,2.5030642
2018,O=CCCl,3.02,2.415676
2019,ClCC1(CCl)COC1,2.412,2.5329955
2020,ClCc1ccc(CCl)cc1,1.993,2.3044355
2021,ClCc1ccccc1,2.012,1.96136
2022,ClCC1C(CCl)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,3.299,2.32809
2023,ClCC1OC1CCl,2.298,2.4665296
2024,ClCCBr,3.35,3.132021
2025,N#CCCCl,2.952,2.7730412
2026,O=C1NC(CCCl)Oc2ccccc21,1.326,1.7285992
2027,ClCCCBr,2.229,2.6220548
2028,ClCCCl,2.169,2.2395253
2029,O=[N+]([O-])c1ccc(OP(=O)(OCCCCl)OCCCCl)cc1,4.052,4.0822067
2030,ClCCl,1.725,2.314594
2031,ClCCN(Cc1ccccc1)Cc1ccccc1,2.034,2.4250755
2032,ClCCN(CCCl)c1ccccc1,2.96,2.5526733
2033,O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1,4.851,4.6992755
2034,ClCCN(CCCl)CCCl,4.612,4.3119655
2035,O=P1(N(CCCl)CCCl)OCCCN1CCCl,3.205,3.690469
2036,O=NN(CCCl)C(=O)NC1CC2CCC1C2,3.471,2.835147
2037,O=NN(CCCl)C(=O)NC1CCCCC1,3.524,3.743511
2038,O=NN(CCCl)C(=O)NCCCl,4.029,4.3083115
2039,O=P1(NCCCl)OCCCN1CCCl,3.261,2.7168448
2040,ClCCO[SiH](OCCCl)OCCCl,3.149,2.8886192
2041,C=CC(=O)OCCCl,2.874,3.0050352
2042,C=COCCCl,2.63,2.1963272
2043,ClCCOCCCl,3.28,3.2098043
2044,ClCCOCCOCCCl,2.874,2.9216583
2045,ClCCOCCOCCOCCCl,3.109,2.9216583
2046,ClCCOCOCCCl,3.425,3.3667028
2047,C=CP(=O)(OCCCl)OCCCl,2.372,3.3359292
2048,O=P(OC=C(Cl)Cl)(OCCCl)OCCCl,4.104,4.3305216
2049,O=[N+]([O-])c1ccc(OP(=O)(OCCCl)OCCCl)cc1,3.968,4.2869177
2050,O=P(OCCCl)(OCCCl)OC1CC(C(Br)CBr)CCC1Cl,2.232,2.4583516
2051,O=P(OCCCl)(OCCCl)OC1CCC(C(Br)CBr)CC1Cl,2.232,2.1336594
2052,O=P(OCCCl)(OCCCl)OCCCl,2.366,3.0184956
2053,S=P(OCCCl)(OCCCl)OCCCl,2.566,2.8561866
2054,ClCCOP(OCCCl)OCCCl,3.431,2.8664844
2055,O=S(=O)(Cl)CCCl,2.832,3.1543334
2056,ClCOCCl,2.738,2.7197049
2057,O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl,2.758,2.1859262
2058,O=c1[nH]c(=O)n(Cl)c(=O)n1Cl,2.227,2.0199184
2059,ClSC(Cl)(Cl)Cl,3.352,2.2817895
2060,C[N+]([O-])=NCOC1OC(CO)C(O)C(O)C1O,2.97,2.1802683
2061,C[N+](=O)[O-],1.812,1.9105358
2062,CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1,2.873,2.8072374
2063,Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)C2CCC3C2)c1,1.732,2.3337371
2064,CC(=O)N(C)C(=O)Oc1cc(C)c(C)cc1Cl,1.806,2.7122502
2065,CC(=O)N(C)C(=O)Oc1cccc(C(C)(C)C)c1,2.397,1.8995961
2066,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I,1.217,1.768418
2067,CN(C)[Si](CC[Si](N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,2.453,2.335036
2068,CN(C)C#N,2.681,2.6269548
2069,CN(C)C(=O)C(c1ccccc1)c1ccccc1,2.543,2.3410847
2070,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,3.687,3.41413
2071,CN(C)C(=O)c1cccc(-c2ccccc2)c1O,2.104,2.2685564
2072,CN(C)C(=O)c1ccccc1O,1.856,2.1307442
2073,CC(=O)CC(=O)N(C)C,0.757,1.9376824
2074,CN(C)C(=O)CCNc1ccc(Br)cc1,2.176,2.0714746
2075,CN(C)C(=O)N(C)N=O,2.738,2.534149
2076,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,2.36,2.118739
2077,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,1.969,2.46827
2078,Cc1ccc(NC(=O)N(C)C)cc1Cl,1.564,2.0833836
2079,CN(C)C(=O)Nc1ccc(Cl)cc1,2.276,2.0620103
2080,CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,1.895,2.0437067
2081,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,2.185,2.565902
2082,CN(C)C(=O)Nc1ccccc1,1.409,2.0270264
2083,CN(C)C(=O)NC1CCCCCCC1,2.121,2.5223725
